scenario_id,nominal_leak1_gpm,nominal_leak2_gpm,leak_source,pump_outlet_flow_gpm_num_samples,pump_outlet_flow_gpm_duration_seconds,pump_outlet_flow_gpm_mean,pump_outlet_flow_gpm_std,pump_outlet_flow_gpm_min,pump_outlet_flow_gpm_max,pump_outlet_flow_gpm_range,pump_outlet_flow_gpm_median,pump_outlet_flow_gpm_q25,pump_outlet_flow_gpm_q75,pump_outlet_flow_gpm_iqr,pump_outlet_flow_gpm_rms,pump_outlet_flow_gpm_initial,pump_outlet_flow_gpm_final,pump_outlet_flow_gpm_delta,pump_outlet_flow_gpm_mean_abs_diff,pump_outlet_flow_gpm_std_diff,pump_outlet_flow_gpm_max_abs_diff,pump_outlet_flow_gpm_trend_slope_per_sec,pump_outlet_flow_gpm_area,pump_outlet_pressure_psi_num_samples,pump_outlet_pressure_psi_duration_seconds,pump_outlet_pressure_psi_mean,pump_outlet_pressure_psi_std,pump_outlet_pressure_psi_min,pump_outlet_pressure_psi_max,pump_outlet_pressure_psi_range,pump_outlet_pressure_psi_median,pump_outlet_pressure_psi_q25,pump_outlet_pressure_psi_q75,pump_outlet_pressure_psi_iqr,pump_outlet_pressure_psi_rms,pump_outlet_pressure_psi_initial,pump_outlet_pressure_psi_final,pump_outlet_pressure_psi_delta,pump_outlet_pressure_psi_mean_abs_diff,pump_outlet_pressure_psi_std_diff,pump_outlet_pressure_psi_max_abs_diff,pump_outlet_pressure_psi_trend_slope_per_sec,pump_outlet_pressure_psi_area
13,10,10,both,489,10,891.833583735791,548.399617783293,-5.0630793003896e-05,1404.23093616541,1404.2309867962,1208.78355141112,327.948111692372,1383.61769641314,1055.66958472077,1046.65862021055,6.754729177696,1404.23093616541,1397.47620698771,3.81970015462643,23.4378946705163,328.974164518639,159.385620280036,9522.54229396991,489,10,381.243749731515,93.0665455718609,110.683329066429,495.772922041333,385.089592974905,389.711584988507,324.126446676165,469.570801696365,145.4443550202,392.416190003155,322.710102561651,495.772922041333,173.062819479682,1.22359911605122,7.33773112630338,86.5685494810699,27.4299249166408,3730.088443211
14,20,10,both,511,10,892.863732935262,548.594977694651,-5.04369883949628e-05,1404.23201120841,1404.2320616454,1210.18763284523,333.29362092753,1387.26889136275,1053.97527043522,1047.65124887671,13.6484561299574,1404.23201120841,1390.58355507845,3.71669004962203,23.0267198556617,334.281895458985,156.912489524787,9526.84474332021,511,10,380.759973475474,92.6792379875289,110.669508582206,493.448842032409,382.779333450203,389.222061388487,322.335311926348,470.452459570786,148.117147644437,391.855572210603,321.071293008744,493.448842032409,172.377549023665,1.16310023720258,7.12237558583417,84.5111651580584,26.9510129246949,3713.33448289509
15,30,10,both,498,10,864.328155495144,556.430637581779,-5.01824907404991e-05,1404.22657058907,1404.22662077156,1141.39532897414,337.134725368426,1390.92139217113,1053.7866668027,1027.64609562072,20.5069359479155,1404.22657058907,1383.71963464116,3.72646113545545,23.383523553316,339.510205925404,153.919749923504,9533.91204514709,498,10,375.550967821142,95.1627834357369,110.656232083911,491.174644304963,380.518412221052,371.759613451471,320.466547508989,471.30438408542,150.837836576431,387.396825146172,319.453906767198,491.174644304963,171.720737537766,1.18574666182363,7.16213992020577,82.4772093862848,26.7107736312413,3697.80332628242
16,40,10,both,509,10,879.286745122335,555.473195503226,-4.97303502535654e-05,1404.21579596961,1404.21584569996,1186.12328792183,341.847018134163,1386.34173713904,1044.49471900488,1039.75451984596,27.3295261013094,1404.21579596961,1376.8862698683,3.71095634186658,23.2297344483028,344.753887860002,150.604476572104,9535.74812669647,509,10,375.981187907381,95.7040720477581,110.644507569608,489.212816198278,378.568308628671,377.947086097707,318.839143264595,472.222699859424,153.383556594829,387.947326877492,317.857718930735,489.212816198278,171.355097267544,1.15311323896225,7.02827020550847,80.4662162251149,26.5327405378986,3683.435327455
18,60,10,both,496,10,876.777175314263,555.096934068392,-4.9129125534128e-05,1404.34056633357,1404.3406154627,1161.74601699261,351.983303960017,1392.83339964386,1040.85009568384,1037.42449666037,40.8647137367912,1404.34056633357,1363.47585259678,3.810563042105,23.7066248413614,355.425562625798,144.479702124953,9561.06360531496,496,10,372.564910084253,99.0968259793056,110.618952010956,484.77781691948,374.158864908523,370.179284470643,315.361753943424,473.945036882638,158.583282939214,385.493183329364,314.728006206863,484.77781691948,170.049810712617,1.16821803427711,7.01661924244662,76.5142246962702,26.2867078638929,3650.64946431494
19,70,10,both,522,10,837.068209822657,573.493801379666,-4.88332620066543e-05,1404.41825897904,1404.4183078123,1089.37185090641,351.759355469897,1394.78892766464,1043.02957219474,1014.37086945465,47.5805198557367,1404.41825897904,1356.83773912331,3.63354524431998,23.1628367865718,359.51252762672,146.245675157206,9546.67521484961,522,10,367.787816494752,98.9858493211116,110.606269743787,482.569468915998,371.963199172211,358.340589811485,313.495760473509,474.701253104083,161.205492630574,380.850765829407,313.193032870148,482.569468915998,169.37643604585,1.10310452742911,6.78675697762192,74.5712586407354,25.863232001239,3636.11150669207
20,80,10,both,511,10,823.139380078471,578.143896434231,-4.8538535805232e-05,1404.52501008118,1404.52505861972,1041.28515992607,356.335538090578,1397.02751258904,1040.69197449846,1005.56187960604,54.261443839007,1404.52501008118,1350.26356624217,3.71841006490482,23.3687353358211,361.054426197919,145.176229152575,9555.60107499179,511,10,365.051115681106,99.0217184649328,110.593654034376,480.377797724985,369.784143690608,351.378657494647,311.817116716799,475.436540294229,163.61942357743,378.217436578924,311.677613312759,480.377797724985,168.700184412225,1.11963340359291,6.79317822867935,72.8022942432538,25.5575077775447,3620.07380069847
21,90,10,both,497,10,805.779123866827,580.381059474277,-4.82451949040604e-05,1404.62526137517,1404.62530962037,991.602247734128,357.351331562603,1398.86835246616,1041.51702090356,992.695532276922,60.9077101016832,1404.62526137517,1343.71755127349,3.8316601155068,23.6649111760156,362.506213477113,144.189647588218,9558.63151187377,497,10,360.246725800158,99.8229523580308,110.581103590153,478.203079179785,367.621975589632,342.4970058832,310.168286999734,476.15124998604,165.982962986307,373.794429768995,310.181369039052,478.203079179785,168.021710140733,1.14388243709273,6.82205749299067,72.8173967456025,25.5121483375648,3602.4276898144
22,100,10,both,346,10,559.609092165357,520.515936398927,-4.79604847021131e-05,1404.69401368068,1404.69406164117,377.546995552653,13.886293712346,1115.07607936058,1101.18978564823,763.751348037036,67.3546642745448,1404.69401368068,1337.33934940614,5.43835792891803,28.2524012696651,363.923177468025,202.548888937289,9568.5387313084,346,10,311.176022114943,80.2482972720514,110.568929367042,476.070542445176,365.501613078133,310.072454427515,307.065323354009,354.882603611404,47.8172802573952,321.328015969328,308.74064090167,476.070542445176,167.329901543506,1.63419404508187,8.10631526252065,72.8320462717505,30.3741342070333,3584.23196835041
23,0,20,segment2,325,10,654.024897516537,513.058968991528,-5.92761413348961e-05,1410.80330664854,1410.80336592468,454.129473366357,73.8414696062841,1195.75353056046,1121.91206095418,830.763585681068,-1.39594337236869e-05,1410.80330664854,1410.80332060797,5.61804768687102,28.7371416937331,382.51230889991,203.257621568454,9391.47736747438,325,10,405.21961519903,62.6393020390385,110.69710983898,537.604235494816,426.907125655835,380.496096053739,374.960123632726,437.359707109691,62.3995834769648,410.017738437989,324.332591954603,537.604235494816,213.271643540213,1.97698335731932,9.5996229648675,88.6006817143843,25.6326420956286,4105.10764390384
24,10,20,both,492,10,893.140434009608,548.580622438704,-5.06307930130903e-05,1404.21619046605,1404.21624109684,1209.35988384616,327.878245424608,1383.74518363459,1055.86693820998,1047.86872559976,6.75472918039974,1404.21619046605,1397.46146128565,3.81594249861653,23.3771156254254,328.974164850354,159.461478760001,9524.97619996468,492,10,381.733986336571,93.1031633732633,110.683329035705,495.783481244579,385.100152208874,390.158057761906,324.157865825727,469.532053050986,145.37418722526,392.901281575673,322.710102561005,495.783481244579,173.073378683573,1.21614445602851,7.31499228757203,86.5685494802603,27.4162654260906,3729.85832777037
25,20,20,both,506,10,883.80835063357,552.067421990689,-5.04369884432234e-05,1404.22965260543,1404.22970304241,1196.7030594315,332.92418273792,1387.52017502003,1054.59599228211,1041.77411666032,13.6484561326488,1404.22965260543,1390.58119647278,3.71537733640164,23.1247278439831,334.281895631001,156.727478726402,9536.43716461301,506,10,379.613435782919,93.8057983121955,110.669508480331,493.450965344994,382.781456864663,384.211468002211,322.259995064157,470.448156984217,148.18816192006,391.009588185201,321.071293008106,493.450965344994,172.379672336888,1.17462028620961,7.1578981219113,84.5111651572576,27.0169531958049,3713.49307609388
26,30,20,both,509,10,878.180673178147,552.885568899049,-5.01824908187605e-05,1404.23972826499,1404.23977844748,1182.09957848651,337.665443841051,1390.63735783776,1052.9719139967,1037.44069330461,20.5069359505947,1404.23972826499,1383.7327923144,3.70211134240357,23.1496150381482,339.510206151478,153.902618840028,9542.97186105078,509,10,377.423890674477,93.8581233751771,110.6562318222,491.192639639756,380.536407817556,378.049044221474,320.516806346926,471.314826914562,150.798020567637,388.896944459204,319.453906766568,491.192639639756,171.738732873188,1.16010647019416,7.08205791895058,82.4772093854924,26.6280437499135,3696.65285430851
27,40,20,both,502,10,879.865499965354,553.178879478749,-4.97303503342639e-05,1404.20800427686,1404.20805400721,1183.51880386288,342.080425223587,1386.36067943214,1044.28025420855,1039.01905434261,27.3295261039756,1404.20800427686,1376.87847817288,3.73116308586489,23.3786244898098,344.753892990213,149.559537886007,9544.42788839955,502,10,376.898787880468,94.8972130914051,110.644507364867,489.200295896321,378.555788531454,376.68099210943,318.899044885949,472.211972650354,153.312927764406,388.638956041463,317.857718930113,489.200295896321,171.342576966208,1.16919961180109,7.07869951712569,80.4662162243315,26.2814715977131,3681.74826997455
28,50,20,both,505,10,881.067002161612,555.340134330836,-4.94279341091328e-05,1404.26541968935,1404.26546911729,1187.73273585529,347.174546908754,1389.80285342467,1042.62830651591,1041.18731684097,34.1146467266219,1404.26541968935,1370.15077296273,3.75962729973313,23.3998728900151,350.133684237016,147.680706255095,9551.9176047964,505,10,374.445609197621,98.2903083137014,110.631699214897,486.993584452963,376.361885238066,377.352130620878,317.105574935183,473.100043987389,155.994469052206,387.106404355432,316.282726118695,486.993584452963,170.710858334268,1.1547875372092,7.00401375967032,78.4790185222421,26.5972287918529,3667.26816312142
29,60,20,both,498,10,880.463041792907,555.353038094804,-4.91291255349495e-05,1404.33492350354,1404.33497263267,1183.55544391854,352.178986607628,1392.90636342932,1040.7273768217,1040.67903488326,40.8647137394326,1404.33492350354,1363.47020976411,3.8161037309122,23.6565836434342,355.425562699899,144.726387727672,9560.84918339416,498,10,373.193782046363,99.073042152869,110.618952012149,484.772547380169,374.153595368019,373.198454303307,315.372240396091,473.919302078888,158.547061682796,386.095010152983,314.728006206257,484.772547380169,170.044541173912,1.16350635296669,7.00268056815526,76.5142246955036,26.3045714237684,3650.56483236349
30,70,20,both,519,10,833.75567060406,574.929633972302,-4.88332620064734e-05,1404.42619318217,1404.42624201543,1087.51037778463,351.685158570859,1395.61068349363,1043.92552492277,1012.45035226534,47.5805198583656,1404.42619318217,1356.84567332381,3.644729947577,23.2283547370414,359.512527610429,146.46480392463,9547.516041976,519,10,367.622238458955,99.2952483207027,110.606269743781,482.577048832116,371.970779088335,356.83290552783,313.491847742031,474.699803205481,161.207955463451,380.771137758012,313.19303286955,482.577048832116,169.384015962566,1.10950779674794,6.80632277448636,74.5712586399772,25.8640616771504,3636.16783432545
31,80,20,both,505,10,819.883735737897,578.748866394737,-4.85385358050612e-05,1404.51691461292,1404.51696315146,1038.98975846199,356.074520093817,1396.52249107343,1040.44797097962,1003.2429031188,54.2614438416233,1404.51691461292,1350.2554707713,3.75936701722128,23.505329989871,361.054426190267,145.452885856559,9555.78223267419,505,10,364.44833453072,99.1462565314544,110.593654034371,480.380463526188,369.786809491817,349.436398334205,311.815872968021,475.427888485741,163.61201551772,377.667980399611,311.677613312168,480.380463526188,168.70285021402,1.13296766198019,6.83339992548204,72.8022942432595,25.594413047825,3620.06973641006
33,100,20,both,358,10,588.21993050045,526.443482813793,-4.79604991800418e-05,1404.71210461754,1404.71215257804,377.871709231784,13.8880362874184,1160.54434225394,1146.65630596652,788.905118186946,67.3546642771363,1404.71210461754,1337.3574403404,5.34644482878794,27.8221686556522,363.910076567138,203.149816502198,9562.0564697375,358,10,315.374011283374,80.0613189937236,110.568929642717,476.086475761012,365.517546118295,310.643739208633,307.087121577273,362.354209723136,55.2670881458633,325.350084188354,308.740640901093,476.086475761012,167.345834859919,1.57932452475271,7.96625909066574,72.832046259703,30.1259160934491,3587.90399300654
34,0,30,segment2,331,10,668.146327363463,506.853024163567,-5.92744924262876e-05,1410.82460063817,1410.82465991266,698.695613501349,73.886950882237,1194.88862490001,1121.00167401777,838.178602672763,-1.39565169840795e-05,1410.82460063817,1410.82461459469,5.50758999243393,28.4930120233152,382.510556377528,201.461114097295,9390.76399859108,331,10,405.096851363283,61.841143886002,110.697109665807,537.56938848158,426.872278815772,384.51342650269,374.955313144311,436.74015533714,61.7848421928292,409.775831648642,324.332591781671,537.56938848158,213.236796699908,1.94093260888375,9.5115804769695,88.600681673396,25.6677302021699,4104.9890820993
35,10,30,both,496,10,896.927285564379,547.796085623157,-5.0630793012003e-05,1404.21880327601,1404.2188539068,1222.67775273954,327.996745562843,1383.77521379713,1055.77846823429,1050.69220321757,6.75472918310315,1404.21880327601,1397.46407409291,3.77186570734121,23.2774749875612,328.974164828543,159.130245218505,9525.39829185887,496,10,382.302553336101,92.9810211933663,110.683329039832,495.7888693031,385.105540263268,391.950544606475,324.173514635842,469.556648057841,145.383133421999,393.425065553518,322.71010256036,495.7888693031,173.07876674274,1.20632791102587,7.28511075840787,86.568549479451,27.3947875491606,3730.19566455379
36,20,30,both,497,10,876.318607714373,552.736697985191,-5.04369884749774e-05,1404.21856147208,1404.21861190906,1181.86600056145,332.629102388937,1387.58569049294,1054.956588104,1035.77866142679,13.64845613534,1404.21856147208,1390.57010533674,3.75146145875466,23.3217292333921,334.281895188781,156.714711077966,9539.60178780985,497,10,378.6473669828,93.9801854909228,110.669508460066,493.440312201623,382.770803741557,379.866907266922,322.235448973882,470.414319424335,148.178870450453,390.113230498941,321.071293007469,493.440312201623,172.369019194154,1.1959124827445,7.22406097662467,84.511165156457,26.9981081548397,3713.04651331257
37,30,30,both,514,10,881.911071832025,553.161572250688,-5.0182490818147e-05,1404.22894068263,1404.22899086513,1186.112711169,337.686407414035,1390.85386221248,1053.16745479844,1040.74951682754,20.5069359532735,1404.22894068263,1383.72200472936,3.65509822714785,23.0226995100941,339.510206176009,153.139295698482,9544.95224057387,514,10,378.564987295849,94.1863519189929,110.656231822547,491.198702543192,380.542470720644,380.553489804086,320.536978394336,471.331463352106,150.79448495777,390.083657188081,319.453906765939,491.198702543192,171.744795777253,1.14881120811039,7.04763473797683,82.4772093847002,26.5576700155708,3696.68052053533
38,40,30,both,505,10,873.401780295583,556.297207329432,-4.97303502802153e-05,1404.21411190581,1404.21416163616,1161.21061484934,341.298592796284,1386.39189935633,1045.09330656005,1035.22193156415,27.3295261066415,1404.21411190581,1376.88458579917,3.72113463615569,23.3095293092013,344.753886159125,150.395844321484,9536.9849875447,505,10,375.782818117769,96.0477314284203,110.644507595163,489.217917130664,378.5734095355,373.81739159448,318.825293405212,472.209728987644,153.384435582432,387.839690398265,317.857718929492,489.217917130664,171.360198201172,1.16227505210839,7.05646901408264,80.4662162235484,26.4799093435233,3683.51783992591
39,50,30,both,511,10,894.664071552092,551.455741861161,-4.94279342857704e-05,1404.26441696613,1404.26446639407,1211.13298749067,348.103565141424,1389.84050606879,1041.73694092736,1050.68174144369,34.1146467292746,1404.26441696613,1370.14977023686,3.71684480410692,23.2660470740062,350.1336734715,146.702427015743,9542.19370834822,511,10,377.166928163507,96.8593925880531,110.631699572514,486.993646407759,376.361946835245,383.744154850316,317.224576409807,473.102470960865,155.877894551058,389.381912856221,316.282726118082,486.993646407759,170.710920289677,1.14120192132501,6.9625407356407,78.4790185214677,26.3460177225269,3667.07634170033
40,60,30,both,504,10,882.098879340224,553.86874881498,-4.91291255345134e-05,1404.33758669321,1404.33763582233,1184.33098555681,352.358382689898,1392.9638523545,1040.6054696646,1041.27822988853,40.8647137420736,1404.33758669321,1363.47287295114,3.77683448233907,23.5292146329737,355.425562690877,144.222994833613,9559.43413965285,504,10,373.370078627,98.764463422562,110.618952011775,484.77391776087,374.154965749095,373.013745396524,315.394258430067,473.90910158834,158.514843158274,386.186847060668,314.728006205651,484.77391776087,170.045911555219,1.14963027396704,6.96029515694904,76.5142246947372,26.2489415244653,3650.59093555716
41,70,30,both,516,10,833.950231051584,573.629675870812,-4.88332619857245e-05,1404.42608888243,1404.42613771569,1086.86527046937,351.804752468146,1395.70672231885,1043.90196985071,1011.87266845411,47.5805198609941,1404.42608888243,1356.84556902144,3.68117725673403,23.3052797588834,359.512604566908,146.443364475848,9545.58463550991,516,10,367.221327882062,98.9898224858864,110.606269737051,482.580290534788,371.974020797737,356.507973691691,313.49269859896,474.686101413794,161.193402814834,380.304481075796,313.193032868951,482.580290534788,169.387257665837,1.11597717427235,6.82545480307647,74.5712586392189,25.8777967801761,3636.07437496256
42,80,30,both,504,10,816.450057696888,580.053290517517,-4.85385347477466e-05,1404.50011625992,1404.50016479846,1035.11775545134,356.160170739897,1397.98013273238,1041.81996199248,1001.19175664684,54.2614438442393,1404.50011625992,1350.23867241568,3.71686792572645,23.5144551274993,361.05813324311,144.451209648457,9559.096051558,504,10,364.81391458321,99.927905144327,110.593653930484,480.366650835512,369.772996905029,347.922963362556,311.815564062133,475.407347157509,163.591783095376,378.226077669131,311.677613311577,480.366650835512,168.689037523936,1.13518922146642,6.84226201543018,72.8022942505564,25.4990544218616,3619.83205724465
43,90,30,both,491,10,797.724318370963,578.793347959114,-4.82451971994476e-05,1404.61898894668,1404.61903719188,986.897041592646,357.2980518681,1397.41194298579,1040.11389111769,985.232735530045,60.9077101068905,1404.61898894668,1343.71127883979,3.87757444673904,23.8250287465858,362.50516827238,144.378754624252,9556.71044710126,491,10,358.757820848049,99.4437985683207,110.581103641324,478.197459418364,367.61635577704,340.441321356345,310.167703239465,476.117923156995,165.950219917531,372.258112635744,310.181369037884,478.197459418364,168.01609038048,1.15787867089536,6.86375484247996,72.8173966802144,25.5238108315498,3603.03626001264
44,100,30,both,353,10,570.972553618405,523.849813144429,-4.79604847017942e-05,1404.70318316372,1404.7032311242,377.767137218515,13.8866919769535,1129.21885062275,1115.3321586458,774.371289395177,67.3546642797276,1404.70318316372,1337.34851888399,5.36745749727679,27.989301050859,363.923177286242,203.792711078303,9566.38430011768,353,10,312.679267284008,80.3131139695437,110.568929367032,476.078852099892,365.50992273286,310.283138758816,307.075628142539,358.037533996696,50.961905854157,322.800631898473,308.740640900516,476.078852099892,167.338211199376,1.60171947503823,8.02410433163051,72.8320462717623,30.390958731441,3584.28098904797
45,0,40,segment2,339,10,671.503268810299,498.599268953641,-5.92728436958168e-05,1410.81734349095,1410.81740276379,693.65754600037,73.9294924807156,1172.92094484496,1098.99145236424,835.933331109256,-1.39536005753242e-05,1410.81734349095,1410.81735744455,5.37100840244162,28.1689582617302,382.541519628234,202.992034130303,9389.07506314733,339,10,404.228560225776,60.3624200204665,110.697109492647,537.521074171821,426.823964679174,386.262075493661,374.95432710802,433.579618228791,58.6252911207712,408.697446170359,324.332591608761,537.521074171821,213.188482563061,1.89485043430559,9.39900959784884,88.6006816324168,25.7798215499904,4104.74386057457
46,10,40,both,504,10,899.816291311387,549.685429384074,-5.06307930289274e-05,1404.21854507323,1404.21859570403,1227.00993940072,327.985134546396,1384.07271529214,1056.08758074575,1054.1460607242,6.75472918580622,1404.21854507323,1397.46381588743,3.7057979600397,23.095431286488,328.97416488324,158.769688878111,9529.68731570279,504,10,383.015540728967,93.7906155695913,110.683329005261,495.779948570854,385.096619565593,394.266392303136,324.171942811395,469.57764106199,145.405698250596,394.30968829021,322.710102559715,495.779948570854,173.069846011139,1.18712404634027,7.22746863373245,86.5685494786416,27.4327880725723,3730.40148414173
