scenario_id,nominal_leak1_gpm,nominal_leak2_gpm,leak1_opening,leak2_opening,leak1_present,leak2_present,leak_source,status,output_file,error_message,elapsed_seconds,actual_leak1_gpm_mean,actual_leak2_gpm_mean,actual_leak1_gpm_final,actual_leak2_gpm_final
11,100,0,1,0,1,0,segment1,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0011_l1_100p00_gpm_l2_000p00_gpm.mat,"",4.0232533,74.1005462466589,3.57790023994194e-09,75.3998746155151,3.57810338672306e-09
12,0,10,0,0.1,0,1,segment2,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0012_l1_000p00_gpm_l2_010p00_gpm.mat,"",6.5446748,1.57278239324329e-08,3.90377925059123,1.60765011672231e-08,3.93981987931137
13,10,10,0.1,0.1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0013_l1_010p00_gpm_l2_010p00_gpm.mat,"",5.8122611,7.41149385291012,3.75341304318033,7.56628622108789,3.79191467469665
14,20,10,0.2,0.1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0014_l1_020p00_gpm_l2_010p00_gpm.mat,"",5.0359897,15.0073036395613,3.75287931262524,15.2884438176964,3.78548612718285
15,30,10,0.3,0.1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0015_l1_030p00_gpm_l2_010p00_gpm.mat,"",5.2262956,22.5992550839429,3.75239207756838,22.9719286705979,3.77932175804848
16,40,10,0.4,0.1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0016_l1_040p00_gpm_l2_010p00_gpm.mat,"",4.7944273,30.1842576041663,3.75190180658418,30.6192018592018,3.77348196730943
17,50,10,0.5,0.1,1,1,both,failed,,"Solver encountered an error while simulating model '<a href=""matlab:open_system ('pipeline_with_pump_leaks')"">pipeline_with_pump_leaks</a>' at time 2.6008983908718326 and cannot continue. Please check the model for errors.
Caused by:
    Solver was unable to reduce the step size without violating the minimum step size value of 9.24025E-15 for 1 consecutive times at time 2.6009. This usually may be caused by violating algebraic constraints in the differential-algebraic system or by the high stiffness of the system. Try tightening the error tolerances, and/or the tolerances for computing consistent conditions. If the problem persists, please check the system or increase the solver <a href=""matlab:configset.internal.open('_E_S_O_','MaxConsecutiveMinStep');"">Number of consecutive min steps</a> violation parameter. 
Suggested Actions:
    • Open Solver Profiler to explore such issues - <a href=""matlab:solverprofiler.launchSolverProfiler"">Open</a>
",15.1141172,NaN,NaN,NaN,NaN
18,60,10,0.6,0.1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0018_l1_060p00_gpm_l2_010p00_gpm.mat,"",5.2229536,45.3313448307385,3.75114371944077,45.7862661694871,3.76243265199767
19,70,10,0.7,0.1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0019_l1_070p00_gpm_l2_010p00_gpm.mat,"",3.8591636,52.8890220859791,3.75078658224644,53.3064689988464,3.75766538259181
20,80,10,0.8,0.1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0020_l1_080p00_gpm_l2_010p00_gpm.mat,"",4.3807805,60.4344230269848,3.75056392890121,60.7817853346321,3.75368735246325
21,90,10,0.9,0.1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0021_l1_090p00_gpm_l2_010p00_gpm.mat,"",10.9597491,67.9595738030321,3.7504054401185,68.2090764219315,3.75111746395086
22,100,10,1,0.1,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0022_l1_100p00_gpm_l2_010p00_gpm.mat,"",3.8277867,74.0999794678222,3.75029532442456,75.3992169503914,3.75029532466451
23,0,20,0,0.2,0,1,segment2,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0023_l1_000p00_gpm_l2_020p00_gpm.mat,"",7.2954569,1.5692480936704e-08,7.89581362788909,1.60752169397427e-08,7.97523095500039
24,10,20,0.1,0.2,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0024_l1_010p00_gpm_l2_020p00_gpm.mat,"",5.585495,7.41165499163459,7.60251651455704,7.56627654899874,7.67872029176946
25,20,20,0.2,0.2,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0025_l1_020p00_gpm_l2_020p00_gpm.mat,"",5.1076726,15.0090371612867,7.60155471991905,15.2883782489052,7.66590557569392
26,30,20,0.3,0.2,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0026_l1_030p00_gpm_l2_020p00_gpm.mat,"",5.4982376,22.6017016665732,7.60056939566473,22.971997983955,7.65359744479609
27,40,20,0.4,0.2,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0027_l1_040p00_gpm_l2_020p00_gpm.mat,"",4.5127354,30.1875518672952,7.59964138975535,30.618934563589,7.64200278881522
28,50,20,0.5,0.2,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0028_l1_050p00_gpm_l2_020p00_gpm.mat,"",5.7087577,37.7683420268811,7.59898823462993,38.2233093080046,7.63058983780402
29,60,20,0.6,0.2,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0029_l1_060p00_gpm_l2_020p00_gpm.mat,"",5.1880769,45.3364866345131,7.59823999081536,45.7860409806898,7.62006289829242
30,70,20,0.7,0.2,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0030_l1_070p00_gpm_l2_020p00_gpm.mat,"",4.1752255,52.8953239817299,7.59749075425008,53.3065209809114,7.61065043287769
31,80,20,0.8,0.2,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0031_l1_080p00_gpm_l2_020p00_gpm.mat,"",4.1416766,60.439748787685,7.59706758530507,60.7816703761795,7.60283286458837
32,90,20,0.9,0.2,1,1,both,failed,,"['pipeline_with_pump_leaks/Reservoir/Solver Configuration']: Transient initialization at time 2, solving for consistent states and modes, failed to converge.
Caused by:
    Nonlinear solver: failed to converge, residual norm too large.
        These components have equations that did not converge:

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/Check Valve (TL)')"">'pipeline_with_pump_leaks/Check Valve (TL)'</a>
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)
Equation location is:
'fluids.thermal_liquid.valves.pressure_control_valves.pressure_compensator_valve'(no line number info)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PumpSystem/Main Pump')"">'pipeline_with_pump_leaks/PumpSystem/Main Pump'</a>
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 431)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 431)
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 404)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 404)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PipeSegment1A')"">'pipeline_with_pump_leaks/PipeSegment1A'</a>
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 46)""> 'foundation.thermal_liquid.port_convection'</a> (line 46)
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 92)""> 'foundation.thermal_liquid.port_convection'</a> (line 92)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PumpSystem/Main Pump')"">'pipeline_with_pump_leaks/PumpSystem/Main Pump'</a>
Equation location is:
<a href=""matlab:opentoline(which('fluids.thermal_liquid.pumps_motors.centrifugal_pump'), 468)""> 'fluids.thermal_liquid.pumps_motors.centrifugal_pump'</a> (line 468)

<a href=""matlab:das_dv_hyperlink('DAS', 'mdl', 'pipeline_with_pump_leaks/PipeSegment1A')"">'pipeline_with_pump_leaks/PipeSegment1A'</a>
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 46)""> 'foundation.thermal_liquid.port_convection'</a> (line 46)
Equation location is:
<a href=""matlab:opentoline(which('foundation.thermal_liquid.port_convection'), 95)""> 'foundation.thermal_liquid.port_convection'</a> (line 95)
",21.9843213,NaN,NaN,NaN,NaN
33,100,20,1,0.2,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0033_l1_100p00_gpm_l2_020p00_gpm.mat,"",3.8269515,74.1003711568354,7.59637630018203,75.3996610427057,7.59637630071086
34,0,30,0,0.3,0,1,segment2,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0034_l1_000p00_gpm_l2_030p00_gpm.mat,"",6.8815081,1.56935603621445e-08,11.8872887418386,1.60735237559904e-08,12.0052488921631
35,10,30,0.1,0.3,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0035_l1_010p00_gpm_l2_030p00_gpm.mat,"",5.9411704,7.41238109405382,11.4510196907973,7.56625050325109,11.5632068532506
36,20,30,0.2,0.3,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0036_l1_020p00_gpm_l2_030p00_gpm.mat,"",5.5735739,15.0106637871203,11.4498016819495,15.288240170653,11.5442058914809
37,30,30,0.3,0.3,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0037_l1_030p00_gpm_l2_030p00_gpm.mat,"",5.3199582,22.60502313848,11.4486284396345,22.9719532462373,11.525904030957
38,40,30,0.4,0.3,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0038_l1_040p00_gpm_l2_030p00_gpm.mat,"",5.1235693,30.1892320404023,11.4468726925517,30.6190408868046,11.5087294591577
39,50,30,0.5,0.3,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0039_l1_050p00_gpm_l2_030p00_gpm.mat,"",9.8438427,37.771367409466,11.4459140808415,38.2231991472347,11.4919093012862
40,60,30,0.6,0.3,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0040_l1_060p00_gpm_l2_030p00_gpm.mat,"",5.480229,45.3438583874134,11.4451185184701,45.7860064818616,11.4763860448567
41,70,30,0.7,0.3,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0041_l1_070p00_gpm_l2_030p00_gpm.mat,"",4.2538653,52.8970718694423,11.4437977764639,53.3064733392547,11.462615137233
42,80,30,0.8,0.3,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0042_l1_080p00_gpm_l2_030p00_gpm.mat,"",4.4970274,60.4471704338257,11.4431845892286,60.7812629637201,11.451199450025
43,90,30,0.9,0.3,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0043_l1_090p00_gpm_l2_030p00_gpm.mat,"",10.3950987,67.9618800954864,11.442626969381,68.2088458505451,11.4445965085286
44,100,30,1,0.3,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0044_l1_100p00_gpm_l2_030p00_gpm.mat,"",3.5526641,74.1001920989267,11.4420533110168,75.3994519508555,11.4420533118352
45,0,40,0,0.4,0,1,segment2,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0045_l1_000p00_gpm_l2_040p00_gpm.mat,"",6.9373746,1.57234863822229e-08,15.8862088789822,1.60714966593983e-08,16.0299118188482
46,10,40,0.1,0.4,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0046_l1_010p00_gpm_l2_040p00_gpm.mat,"",6.0826888,7.41371885118807,15.299643469432,7.56618541598793,15.4454395686569
47,20,40,0.2,0.4,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0047_l1_020p00_gpm_l2_040p00_gpm.mat,"",4.9411932,15.0133185040319,15.2978424475516,15.2883110949973,15.4203091089948
48,30,40,0.3,0.4,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0048_l1_030p00_gpm_l2_040p00_gpm.mat,"",5.0950036,22.6041816765194,15.2952366725519,22.9718462108717,15.3963597597371
49,40,40,0.4,0.4,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0049_l1_040p00_gpm_l2_040p00_gpm.mat,"",5.2130407,30.1906372635021,15.2934931969568,30.6189826091711,15.3737694169095
50,50,40,0.5,0.4,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0050_l1_050p00_gpm_l2_040p00_gpm.mat,"",6.4365768,37.7738138194348,15.2923945138183,38.2231226412453,15.3517323200561
51,60,40,0.6,0.4,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0051_l1_060p00_gpm_l2_040p00_gpm.mat,"",5.1889882,45.3485315858537,15.2914370267691,45.7857922074299,15.3314796038442
52,70,40,0.7,0.4,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0052_l1_070p00_gpm_l2_040p00_gpm.mat,"",2.3962911,52.905671041228,15.2898733525682,53.306227002456,15.3136036126751
53,80,40,0.8,0.4,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0053_l1_080p00_gpm_l2_040p00_gpm.mat,"",3.2616175,60.4499366891616,15.2889317971013,60.7816034381357,15.2988328736252
54,90,40,0.9,0.4,1,1,both,completed,C:\Users\agarcian\OneDrive - MathWorks\Documents\CSE Info\Accounts\TAMU\SPE Student Group\pipeline-design-with-matlab-and-simulink\synthetic_leak_data\20260915_123012\scenario_0054_l1_090p00_gpm_l2_040p00_gpm.mat,"",9.6225761,67.9368360162508,15.2878330691785,68.2085498963907,15.2907496556216
